clas_gt,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,joint_angles0,joint_angles1,joint_angles2,joint_angles3,joint_angles4,joint_angles5,joint_angles6,joint_angles7,joint_angles8,joint_angles9,joint_angles10,joint_angles11,joint_angles12,joint_angles13,joint_angles14
5,256,239,641,231,78,57,69,179,0.7681973577,0.1145578921,0.4189057052,0.3358573616,0.3952125013,0.4728871584,0.3268197477,0.4902296066,0.405959934,0.4010747373,0.4438202381,0.3959452808,0.533952117,0.3382999599,0.3466047943
5,175,130,310,75,45,49,66,143,0.7848070264,0.0964826569,0.4279433191,0.3556424081,0.4035173357,0.4728871584,0.3358573616,0.4902296066,0.405959934,0.4279433191,0.4438202381,0.3878847063,0.5806057453,0.3382999599,0.3466047943
5,175,119,279,70,42,44,64,147,0.7848070264,0.0964826569,0.4279433191,0.3649242818,0.4035173357,0.4728871584,0.3358573616,0.4902296066,0.405959934,0.4377137423,0.4438202381,0.3793356121,0.5806057453,0.3382999599,0.3466047943
5,208,157,299,186,92,50,47,101,0.7931118608,0.0884220824,0.4279433191,0.4328285158,0.4140205085,0.4728871584,0.3639472425,0.4821690321,0.4474841356,0.5109916925,0.4360038936,0.3710307777,0.6551050544,0.3737176359,0.3917928636
5,139,132,560,179,68,67,51,55,0.7931118608,0.0884220824,0.4501709938,0.4416218996,0.4298973978,0.4728871584,0.3854421079,0.4821690321,0.4643380642,0.5407913923,0.4360038936,0.3710307777,0.6739130616,0.3917928636,0.400097698
5,124,142,593,153,66,78,55,56,0.7848070264,0.0884220824,0.458720088,0.4794821739,0.4298973978,0.464582324,0.3954567611,0.4821690321,0.4643380642,0.5407913923,0.4360038936,0.3790913522,0.6817293763,0.3998534381,0.400097698
5,93,227,652,147,64,165,77,113,0.7848070264,0.0884220824,0.458720088,0.4794821739,0.4298973978,0.464582324,0.3954567611,0.4821690321,0.4643380642,0.5407913923,0.4360038936,0.3790913522,0.6817293763,0.3998534381,0.400097698
5,94,233,626,179,45,121,67,120,0.7769907117,0.0884220824,0.4411333799,0.5517830849,0.4184171855,0.464582324,0.3742061555,0.4821690321,0.4758182764,0.4980459213,0.4360038936,0.4106008708,0.6411822438,0.3998534381,0.3895945251
5,83,223,696,184,61,71,56,90,0.6863703132,0.1206643879,0.3998534381,0.5083048344,0.3065461516,0.4110893905,0.2532975078,0.4215925634,0.4799706936,0.3082559705,0.3851978481,0.4438202381,0.4496824741,0.3502686918,0.3786028326
5,78,232,761,230,67,68,78,101,0.6863703132,0.1206643879,0.3998534381,0.4921836853,0.3065461516,0.4110893905,0.2532975078,0.4215925634,0.4799706936,0.3082559705,0.3766487539,0.4438202381,0.4396678209,0.3424523771,0.3786028326
5,290,199,635,204,53,59,93,211,0.7305813432,0.1292134821,0.3639472425,0.3800683916,0.3158280551,0.4032730758,0.2452369332,0.403028816,0.4267220199,0.3004396558,0.3619931638,0.3878847063,0.4281875789,0.3241328895,0.3700537384
5,186,151,313,103,53,155,398,227,0.7501221299,0.1209086478,0.3556424081,0.3707865179,0.3241328895,0.4032730758,0.2452369332,0.4113336504,0.4167073667,0.3436736763,0.3829995096,0.3524670303,0.4550561905,0.3241328895,0.3700537384
5,220,180,204,73,56,114,333,190,0.7601367831,0.0933072791,0.3458720148,0.3622374237,0.3419638574,0.4032730758,0.2867611051,0.4020517766,0.4076697528,0.4413776398,0.3737176359,0.324865669,0.5322422981,0.3326819837,0.4189057052
5,148,187,390,116,43,36,47,98,0.7342452407,0.0625305325,0.3808011711,0.4228138626,0.3678553998,0.4741084576,0.3597948253,0.4728871584,0.4335612953,0.5806057453,0.4203712642,0.3426966369,0.6177332401,0.3707865179,0.4567660093
5,277,231,353,114,47,44,51,130,0.724963367,0.0625305325,0.398632139,0.4127992094,0.3756717145,0.5114802122,0.3597948253,0.4902296066,0.4526135921,0.5920859575,0.4384465218,0.3507572114,0.6255496144,0.3803126514,0.4567660093
5,132,157,584,145,61,61,49,182,0.724963367,0.0625305325,0.4091353118,0.4127992094,0.3844650686,0.5114802122,0.3685881793,0.4902296066,0.4609184265,0.5920859575,0.4384465218,0.3507572114,0.6353200078,0.3803126514,0.4567660093
5,103,156,600,124,59,96,55,209,0.7166585326,0.0625305325,0.4286760986,0.4218368232,0.394235462,0.5009770393,0.3888617456,0.4902296066,0.4714215994,0.6133365631,0.4384465218,0.3607718647,0.6514411569,0.3905715644,0.4567660093
5,98,214,757,117,46,94,82,345,0.7166585326,0.0713238865,0.4025402963,0.468979001,0.3861748874,0.4526135921,0.3707865179,0.4611626863,0.4714215994,0.5503175259,0.4179286659,0.3976550996,0.6299462914,0.3905715644,0.4567660093
5,128,222,710,128,41,68,200,339,0.7166585326,0.0713238865,0.4025402963,0.4819247723,0.376404494,0.4526135921,0.3624816835,0.4611626863,0.4714215994,0.538348794,0.4179286659,0.3976550996,0.620908618,0.3905715644,0.4567660093
5,80,219,692,212,61,59,134,130,0.7002931237,0.087445043,0.3947239816,0.5056179762,0.3473375738,0.4201270044,0.3038592935,0.4233023822,0.4553004503,0.4013189971,0.3627259433,0.4225696027,0.5217391253,0.3903273046,0.4037615955
5,179,232,353,134,73,62,115,138,0.7002931237,0.1162677109,0.3947239816,0.4081582725,0.3473375738,0.4316072166,0.2850512862,0.414753288,0.41182217,0.4013189971,0.3329262435,0.3778700531,0.5434782505,0.3798241317,0.3939912021
5,164,167,458,123,78,64,86,91,0.692476809,0.1162677109,0.4032730758,0.3768930137,0.373473376,0.4655593634,0.3053248525,0.457254529,0.41182217,0.4355153739,0.3947239816,0.3680996597,0.5652173758,0.3798241317,0.3939912021
5,127,175,494,97,45,57,92,108,0.6844162345,0.1162677109,0.4245236814,0.3768930137,0.373473376,0.4846116304,0.3053248525,0.4877870083,0.41182217,0.4355153739,0.4206155241,0.3854421079,0.5808500051,0.3876404464,0.4037615955
5,144,112,288,81,48,95,261,133,0.6758671403,0.1084513888,0.4164631069,0.3871519268,0.3822667301,0.4846116304,0.3053248525,0.4877870083,0.41182217,0.4355153739,0.4286760986,0.3961895406,0.5808500051,0.3876404464,0.4123106897
5,102,130,435,156,53,102,303,222,0.6758671403,0.1084513888,0.4164631069,0.4237909019,0.4049828947,0.4929164648,0.3473375738,0.4877870083,0.4447972775,0.4804592133,0.4286760986,0.4130434692,0.5657058954,0.3678553998,0.4333170354
5,116,174,466,218,92,69,127,230,0.6758671403,0.1001465544,0.4164631069,0.4342940748,0.4049828947,0.4929164648,0.3597948253,0.4877870083,0.4594528675,0.4934049845,0.4181729257,0.4130434692,0.5657058954,0.3678553998,0.4333170354
5,234,208,355,193,91,67,99,193,0.6758671403,0.1001465544,0.4164631069,0.445530057,0.4149975479,0.454323411,0.3869076669,0.449926734,0.4672691822,0.5293111801,0.400097698,0.4047386348,0.6113824844,0.3507572114,0.4333170354
5,246,171,503,110,59,58,93,228,0.6758671403,0.1001465544,0.4259892404,0.4367366731,0.4325842559,0.4460185766,0.4047386348,0.4389350414,0.4755740166,0.5483634472,0.400097698,0.4047386348,0.6319003701,0.3426966369,0.4333170354
5,142,142,369,116,68,56,71,156,0.6758671403,0.1001465544,0.4433317184,0.4367366731,0.4325842559,0.4460185766,0.3939912021,0.4775280952,0.4755740166,0.5385930538,0.4184171855,0.4047386348,0.6319003701,0.3426966369,0.4240351617
5,75,159,505,76,48,45,56,155,0.6758671403,0.1001465544,0.4433317184,0.4269662797,0.4325842559,0.4460185766,0.3856863678,0.4775280952,0.4755740166,0.5197850466,0.4264777601,0.4137762487,0.6231069565,0.3426966369,0.4240351617
5,100,312,580,110,63,158,64,293,0.6863703132,0.0920859799,0.4247679412,0.4269662797,0.4247679412,0.4460185766,0.3768930137,0.4775280952,0.4853444099,0.4787493944,0.4264777601,0.4433317184,0.5959941149,0.3426966369,0.4079140127
5,134,392,824,173,60,188,82,353,0.7342452407,0.0644846112,0.3495359123,0.4789936543,0.3275525272,0.4670249224,0.2870053649,0.4694675207,0.4853444099,0.3639472425,0.3859306276,0.4333170354,0.4936492443,0.333659023,0.3900830448
5,221,201,580,144,71,88,96,128,0.7620908618,0.0644846112,0.3326819837,0.4250122011,0.2904250026,0.4399120808,0.2215437293,0.4255007207,0.4399120808,0.2989740968,0.3385442197,0.394235462,0.4504152536,0.317537874,0.370542258
5,206,197,508,131,61,76,109,145,0.7620908618,0.0644846112,0.3326819837,0.41182217,0.2904250026,0.4399120808,0.2215437293,0.4340498149,0.4399120808,0.2989740968,0.3385442197,0.3856863678,0.4504152536,0.317537874,0.370542258
5,153,163,405,109,54,57,90,141,0.7703956962,0.073522225,0.3409868181,0.4040058553,0.2904250026,0.4320957363,0.2215437293,0.4423546791,0.4320957363,0.2989740968,0.357352227,0.369076699,0.4504152536,0.3097215295,0.370542258
5,129,121,292,100,56,58,120,80,0.7703956962,0.073522225,0.3409868181,0.4040058553,0.2904250026,0.4320957363,0.2215437293,0.4423546791,0.4320957363,0.2989740968,0.357352227,0.369076699,0.4504152536,0.3097215295,0.370542258
5,103,225,338,114,47,175,431,141,0.7782120109,0.073522225,0.3409868181,0.3722520769,0.3094772696,0.4418661594,0.2215437293,0.4702003002,0.4320957363,0.3092330098,0.410356611,0.3793356121,0.4504152536,0.3097215295,0.370542258
5,163,220,416,151,81,210,493,242,0.7782120109,0.073522225,0.3409868181,0.3722520769,0.3094772696,0.4418661594,0.229360044,0.4802149534,0.4406448603,0.317537874,0.410356611,0.3793356121,0.4504152536,0.3097215295,0.370542258
5,191,265,510,173,78,87,167,212,0.7782120109,0.0835368857,0.3512457311,0.3422081172,0.3287738264,0.4526135921,0.229360044,0.5183194876,0.449926734,0.3490473926,0.4193942249,0.3871519268,0.4704445601,0.3187591732,0.370542258
5,218,305,496,382,175,94,141,127,0.7486565709,0.1108939946,0.3859306276,0.3246214092,0.3072789311,0.5977039337,0.2415730357,0.5385930538,0.4320957363,0.3668783605,0.4364924133,0.3778700531,0.4987787008,0.327796787,0.3798241317
5,217,304,492,367,173,90,116,129,0.7486565709,0.1108939946,0.3937469423,0.3246214092,0.3072789311,0.6072300673,0.2909135222,0.5107474327,0.4404006004,0.3949682415,0.4286760986,0.3856863678,0.5192965269,0.327796787,0.3891060054
5,233,222,693,190,81,95,95,130,0.7486565709,0.1108939946,0.4020517766,0.3246214092,0.3072789311,0.5986809731,0.2909135222,0.5188080072,0.4320957363,0.3949682415,0.446995616,0.3856863678,0.5283341408,0.327796787,0.3891060054
5,122,246,750,146,54,99,64,93,0.7486565709,0.1108939946,0.4020517766,0.3246214092,0.3229115903,0.4953590631,0.2703956962,0.5273571014,0.4230581224,0.3680996597,0.4553004503,0.3939912021,0.5004885197,0.3370786607,0.3808011711
5,90,267,812,180,84,200,85,195,0.7376648784,0.1108939946,0.3634587228,0.3788470924,0.3216902912,0.4684904814,0.2283830047,0.5012212992,0.4125549495,0.304592073,0.4440644979,0.3854421079,0.4509037733,0.3370786607,0.3722520769
5,129,317,832,199,65,195,93,320,0.7283830047,0.1108939946,0.3634587228,0.4052271545,0.313141197,0.4684904814,0.2188568711,0.4723986387,0.4125549495,0.2921348214,0.4137762487,0.3854421079,0.4428431988,0.3370786607,0.3639472425
5,134,340,915,173,59,115,63,118,0.6751343608,0.1108939946,0.3458720148,0.5034196377,0.2733268142,0.4418661594,0.1910112351,0.4311186969,0.4125549495,0.2547630668,0.3502686918,0.3698094785,0.416218847,0.3182706535,0.3553981483
5,101,301,793,116,46,61,56,62,0.7088422179,0.1187103093,0.3297508657,0.4479726553,0.2923790812,0.4220810831,0.1988275498,0.4225696027,0.4125549495,0.2469467521,0.3414753377,0.3698094785,0.405959934,0.310454309,0.3553981483
5,93,292,724,141,59,80,87,53,0.7088422179,0.1187103093,0.3297508657,0.4479726553,0.3006839156,0.4220810831,0.1988275498,0.4225696027,0.4125549495,0.2469467521,0.3414753377,0.3776257932,0.405959934,0.310454309,0.3553981483
5,100,280,720,148,61,85,91,56,0.7171470523,0.1187103093,0.3297508657,0.4342940748,0.3006839156,0.4220810831,0.1988275498,0.4225696027,0.4125549495,0.2469467521,0.3414753377,0.3776257932,0.405959934,0.3006839156,0.3553981483
5,187,323,774,180,60,93,110,99,0.7745481133,0.1267708838,0.3136297166,0.3732291162,0.3461162746,0.4049828947,0.2071323842,0.4145090282,0.3927699029,0.2296043038,0.3414753377,0.3964338005,0.3795798719,0.2926233411,0.3553981483
5,206,308,785,205,73,86,145,84,0.7936003804,0.1345871985,0.3036150336,0.3514899909,0.3651685417,0.4049828947,0.2164142579,0.4066927135,0.3927699029,0.2296043038,0.3414753377,0.4049828947,0.3715192974,0.2843185067,0.363214463
5,220,347,804,204,70,85,154,90,0.8014166951,0.1431362927,0.3036150336,0.3412310779,0.3651685417,0.3966780603,0.2164142579,0.398632139,0.3927699029,0.2296043038,0.3414753377,0.4049828947,0.3715192974,0.2755251527,0.363214463
5,405,199,642,179,68,91,130,246,0.8185148835,0.1519296467,0.3124083877,0.3224230707,0.357352227,0.3808011711,0.2274059653,0.3908158243,0.3842208087,0.2862725854,0.3595505655,0.3663898408,0.3996091783,0.2950659394,0.3724963367
5,196,172,486,161,53,94,228,141,0.7640449405,0.1431362927,0.3500244319,0.3224230707,0.3656570613,0.3808011711,0.2457254529,0.3908158243,0.3759159744,0.3475818336,0.3803126514,0.3446507156,0.4399120808,0.3407425582,0.3724963367
5,132,147,522,148,55,71,178,112,0.7349780202,0.125061065,0.36761114,0.3317049444,0.3656570613,0.3895945251,0.2659990191,0.4098680913,0.3680996597,0.4054714143,0.398632139,0.3260869682,0.4753297567,0.3488031328,0.3895945251
5,158,140,383,102,72,61,92,77,0.7173913121,0.1067415699,0.36761114,0.3404982984,0.3656570613,0.4110893905,0.2745481133,0.4521250725,0.3680996597,0.4313629568,0.398632139,0.3260869682,0.4936492443,0.3488031328,0.4003419578
5,115,131,359,116,73,61,86,120,0.7173913121,0.1067415699,0.36761114,0.3404982984,0.3656570613,0.4110893905,0.2745481133,0.4521250725,0.3680996597,0.4313629568,0.398632139,0.3343918025,0.5021983385,0.3488031328,0.4003419578
5,93,127,321,115,57,81,116,108,0.7173913121,0.0979482159,0.36761114,0.3488031328,0.3656570613,0.4511480331,0.2852955461,0.4797264338,0.3856863678,0.4496824741,0.4066927135,0.3426966369,0.5200293064,0.3571079671,0.408891052
5,61,145,429,123,61,89,137,98,0.7088422179,0.0901319012,0.3756717145,0.3568637073,0.3458720148,0.5083048344,0.2852955461,0.4892525673,0.4142647684,0.4589643478,0.4066927135,0.3426966369,0.5288226604,0.3571079671,0.408891052
5,59,188,814,236,51,53,94,135,0.7088422179,0.0901319012,0.3756717145,0.3654128015,0.3241328895,0.5556912422,0.2852955461,0.498534441,0.4330727756,0.4589643478,0.4066927135,0.3426966369,0.5288226604,0.3571079671,0.408891052
5,79,217,877,310,76,92,82,165,0.6998046041,0.0820713267,0.3939912021,0.3732291162,0.3143624961,0.576697588,0.2933561206,0.498534441,0.4408891201,0.4589643478,0.3983878791,0.3590620458,0.5373717546,0.3571079671,0.408891052
5,109,179,555,196,59,66,82,131,0.6914997697,0.0991695151,0.3856863678,0.414753288,0.3351245821,0.4489496946,0.2679530978,0.454323411,0.401563257,0.3637029827,0.3622374237,0.3600390851,0.508793354,0.3400097787,0.3732291162
5,160,232,675,170,58,71,70,227,0.6914997697,0.1086956486,0.3856863678,0.4250122011,0.3351245821,0.4489496946,0.2679530978,0.454323411,0.3922813833,0.3637029827,0.3622374237,0.3600390851,0.4978016615,0.3400097787,0.3639472425
5,120,191,677,153,44,76,69,237,0.683683455,0.1167562306,0.3778700531,0.4562774897,0.3627259433,0.4201270044,0.2493893504,0.4272105396,0.3654128015,0.3343918025,0.3710307777,0.3414753377,0.4653151035,0.3309721649,0.3468490541
5,113,255,839,166,42,77,83,288,0.6756228805,0.1248168051,0.3778700531,0.4777723551,0.3712750375,0.4108451307,0.2493893504,0.4272105396,0.3654128015,0.326331228,0.3788470924,0.3414753377,0.457254529,0.3309721649,0.3390327394
5,107,220,727,133,47,62,141,171,0.6756228805,0.1248168051,0.3778700531,0.4777723551,0.3712750375,0.403028816,0.2493893504,0.4272105396,0.3654128015,0.326331228,0.3788470924,0.3514899909,0.457254529,0.3309721649,0.3390327394
5,165,226,723,129,50,56,142,155,0.6756228805,0.1248168051,0.3778700531,0.4650708437,0.3712750375,0.403028816,0.2493893504,0.4193942249,0.3654128015,0.326331228,0.3788470924,0.3639472425,0.457254529,0.3309721649,0.3390327394
5,292,316,566,230,73,63,137,110,0.7225207686,0.1167562306,0.3597948253,0.3456277549,0.3434294164,0.4245236814,0.2393746972,0.4193942249,0.3739618957,0.3182706535,0.370542258,0.3776257932,0.457254529,0.3495359123,0.3390327394
5,248,241,647,236,75,72,179,113,0.7523204684,0.1243282855,0.3510014713,0.316072315,0.3348803222,0.4423546791,0.2393746972,0.4599413872,0.3739618957,0.3182706535,0.3983878791,0.3695652187,0.457254529,0.3495359123,0.3473375738
5,165,216,547,203,79,82,179,115,0.7523204684,0.1243282855,0.3605276048,0.316072315,0.3348803222,0.4670249224,0.2393746972,0.4953590631,0.3739618957,0.3285295665,0.4284318388,0.3607718647,0.466047883,0.3495359123,0.355886668
5,252,263,400,209,82,60,140,145,0.7430385947,0.1243282855,0.3952125013,0.307523191,0.3348803222,0.5190522671,0.2393746972,0.5295554399,0.3739618957,0.366145581,0.4548119307,0.3441621959,0.4738641977,0.3495359123,0.364680022
5,328,255,440,270,102,60,93,163,0.7261846662,0.1328773797,0.4201270044,0.307523191,0.3514899909,0.5517830849,0.2611138225,0.5373717546,0.3827552497,0.3834880292,0.4626282454,0.3441621959,0.4963361025,0.3495359123,0.3822667301
5,136,156,514,221,74,53,69,144,0.7261846662,0.1328773797,0.4279433191,0.3155837953,0.3514899909,0.5517830849,0.2611138225,0.5373717546,0.3925256431,0.3920371234,0.4626282454,0.3441621959,0.5185637474,0.3495359123,0.3822667301
5,299,150,399,167,69,43,55,120,0.7261846662,0.1233512461,0.4362481534,0.3243771493,0.3514899909,0.5429897308,0.2830972075,0.5288226604,0.4003419578,0.4130434692,0.4538348913,0.3441621959,0.5508060455,0.3495359123,0.3822667301
5,234,118,352,119,62,41,53,84,0.7261846662,0.1233512461,0.4362481534,0.3243771493,0.3514899909,0.5429897308,0.2830972075,0.5288226604,0.4003419578,0.4130434692,0.4538348913,0.3441621959,0.5508060455,0.3495359123,0.3822667301
5,159,108,247,75,52,94,52,77,0.7261846662,0.1145578921,0.4362481534,0.3324377239,0.3693209589,0.533952117,0.3087444901,0.5119687319,0.4003419578,0.4294088781,0.4538348913,0.3597948253,0.5696140528,0.3495359123,0.3822667301
5,297,134,333,92,61,57,42,85,0.7042012811,0.0964826569,0.4362481534,0.3702979982,0.3869076669,0.5012212992,0.3260869682,0.5036638975,0.4208597839,0.4474841356,0.4538348913,0.369076699,0.5893990993,0.3495359123,0.3822667301
5,208,140,397,98,68,70,62,108,0.6951636672,0.0803615078,0.4264777601,0.4438202381,0.395701021,0.4682462215,0.3524670303,0.4870542288,0.4501709938,0.467513442,0.4457743168,0.369076699,0.6096726656,0.3495359123,0.3903273046
5,188,154,371,229,87,57,41,69,0.6858817935,0.0803615078,0.4350268543,0.5178309679,0.4062041938,0.4682462215,0.3685881793,0.4782608747,0.4579873085,0.495603323,0.4457743168,0.369076699,0.6375183463,0.3495359123,0.3996091783
5,138,184,600,148,53,70,116,105,0.6780654788,0.0803615078,0.4438202381,0.4799706936,0.4247679412,0.4682462215,0.3685881793,0.4782608747,0.4748412371,0.495603323,0.4457743168,0.3998534381,0.6287249923,0.357352227,0.3996091783
5,123,217,854,164,46,51,113,193,0.6780654788,0.0803615078,0.4438202381,0.4289203584,0.4164631069,0.4682462215,0.3585735261,0.4865657091,0.4829018116,0.4494382143,0.4457743168,0.4262335002,0.5769418478,0.357352227,0.3996091783
5,117,209,754,153,44,49,121,184,0.6780654788,0.0891548619,0.4438202381,0.3981436193,0.3978993595,0.4521250725,0.3268197477,0.4772838354,0.4711773396,0.417684406,0.4540791512,0.4262335002,0.5249145031,0.3488031328,0.3915486038
5,100,216,713,178,45,52,93,167,0.6780654788,0.1086956486,0.4269662797,0.3786028326,0.3668783605,0.4521250725,0.2957987189,0.4772838354,0.460185647,0.3771372736,0.436980933,0.4181729257,0.4816805124,0.3409868181,0.3820224702
5,112,277,691,158,51,58,154,212,0.6780654788,0.1086956486,0.4269662797,0.3685881793,0.3668783605,0.4521250725,0.2957987189,0.4772838354,0.460185647,0.3771372736,0.436980933,0.4181729257,0.4816805124,0.3409868181,0.3820224702
5,206,300,662,198,90,52,100,110,0.7357107997,0.1167562306,0.400097698,0.3417195976,0.3478260934,0.4521250725,0.269174397,0.4772838354,0.4127992094,0.3417195976,0.3961895406,0.3788470924,0.4731314182,0.3229115903,0.3461162746
5,116,263,622,166,66,83,81,179,0.7357107997,0.1079628691,0.3915486038,0.3417195976,0.3478260934,0.4521250725,0.269174397,0.4772838354,0.4047386348,0.3417195976,0.3961895406,0.3788470924,0.4731314182,0.3229115903,0.3461162746
5,95,324,890,198,64,153,163,137,0.7530532479,0.1079628691,0.3915486038,0.3417195976,0.3478260934,0.4521250725,0.269174397,0.4772838354,0.4047386348,0.3331705034,0.3961895406,0.370542258,0.4731314182,0.3229115903,0.3375671804
5,87,262,830,223,59,74,145,63,0.7616023421,0.1001465544,0.3663898408,0.3334147632,0.3478260934,0.4355153739,0.2528089881,0.4408891201,0.4047386348,0.3067904115,0.3600390851,0.3783585727,0.4450415373,0.3229115903,0.3375671804
5,78,271,831,222,62,84,140,53,0.772105515,0.1001465544,0.3566194475,0.32340011,0.3392769992,0.4355153739,0.2528089881,0.4286760986,0.4047386348,0.3067904115,0.3505129516,0.3783585727,0.4360038936,0.3148510158,0.3375671804
5,147,264,814,219,57,83,136,56,0.772105515,0.1001465544,0.3566194475,0.32340011,0.3392769992,0.4355153739,0.2442598939,0.4286760986,0.4047386348,0.2975085378,0.3505129516,0.3783585727,0.4360038936,0.3148510158,0.3375671804
5,235,232,576,228,114,83,142,88,0.804592073,0.1001465544,0.3483146131,0.307523191,0.330727905,0.4355153739,0.2269174457,0.4208597839,0.3964338005,0.2787005305,0.3419638574,0.3783585727,0.4081582725,0.3148510158,0.3453834951
5,239,232,508,353,137,71,86,174,0.804592073,0.1001465544,0.3483146131,0.2994626164,0.3387884796,0.4562774897,0.2376648784,0.4772838354,0.3964338005,0.2884709239,0.4164631069,0.3698094785,0.4081582725,0.3148510158,0.3453834951
5,138,207,777,206,68,153,100,225,0.8121641278,0.1001465544,0.357352227,0.2994626164,0.3387884796,0.4643380642,0.2464582324,0.4865657091,0.3964338005,0.306057632,0.4364924133,0.3698094785,0.4159745872,0.3148510158,0.3453834951
5,158,165,625,122,60,181,73,109,0.7718612552,0.0913532004,0.357352227,0.319003433,0.3387884796,0.4643380642,0.2542745471,0.495603323,0.3964338005,0.3534440696,0.4364924133,0.3512457311,0.4819247723,0.3319492042,0.3453834951
5,184,169,490,126,55,146,62,84,0.6961407065,0.0803615078,0.3744504154,0.4577430487,0.330727905,0.4733756781,0.2723497748,0.495603323,0.4296531379,0.3829995096,0.4364924133,0.36761114,0.5305324793,0.3404982984,0.3531998098
5,177,233,640,152,63,109,87,88,0.6744015813,0.0725451857,0.403028816,0.553004384,0.3390327394,0.4653151035,0.2723497748,0.4877870083,0.4491939545,0.3829995096,0.4364924133,0.3771372736,0.5305324793,0.3404982984,0.3531998098
5,113,155,658,239,80,55,110,55,0.6744015813,0.0725451857,0.403028816,0.553004384,0.3390327394,0.4653151035,0.2723497748,0.4877870083,0.4491939545,0.3829995096,0.4364924133,0.3771372736,0.5305324793,0.3404982984,0.3531998098
5,61,209,573,159,52,59,136,69,0.6995603442,0.0806057677,0.4511480331,0.3925256431,0.3551538885,0.4406448603,0.2899364829,0.4626282454,0.4763067961,0.3553981483,0.4189057052,0.4167073667,0.4653151035,0.3143624961,0.3805569112
5,98,167,580,198,66,66,152,138,0.6995603442,0.0972154364,0.4682462215,0.3651685417,0.3551538885,0.4406448603,0.2899364829,0.4438202381,0.4760625362,0.3553981483,0.3893502653,0.4069369733,0.4328285158,0.2962872386,0.408891052
5,241,207,708,205,90,88,170,139,0.7076209188,0.1221299469,0.4582315683,0.3490473926,0.3551538885,0.4406448603,0.2718612552,0.4438202381,0.467513442,0.3270640075,0.3893502653,0.3981436193,0.413287729,0.2882266641,0.3954567611
5,223,215,567,198,89,61,111,124,0.7457254529,0.1316560805,0.4296531379,0.3326819837,0.3629702032,0.4406448603,0.2620908618,0.4872984886,0.467513442,0.3082559705,0.4352711141,0.407425493,0.4049828947,0.3041035533,0.3829995096
5,132,179,559,140,65,103,85,133,0.7537860274,0.1316560805,0.4296531379,0.3326819837,0.3629702032,0.4487054348,0.2620908618,0.497068882,0.467513442,0.2997068763,0.4452857971,0.4242794216,0.3959452808,0.3133854568,0.3829995096
5,84,243,651,143,58,84,84,75,0.7325354218,0.1316560805,0.4211040437,0.3326819837,0.3629702032,0.4565217495,0.2542745471,0.4868099689,0.467513442,0.2997068763,0.4452857971,0.4242794216,0.3959452808,0.3133854568,0.3829995096
5,76,231,635,131,47,79,72,72,0.7122618556,0.1316560805,0.403028816,0.3490473926,0.3549096286,0.4386907816,0.2542745471,0.4680019617,0.467513442,0.2997068763,0.4374694526,0.4242794216,0.3959452808,0.3133854568,0.3829995096
6,115,228,488,152,69,119,163,178,0.6184660196,0.1113825142,0.4174401462,0.3373229206,0.1834391803,0.498534441,0.1656082124,0.4948705435,0.5417684317,0.3185149133,0.4159745872,0.6040546894,0.3102100492,0.3087444901,0.6301905513
6,136,168,515,194,59,61,85,199,0.6265266538,0.1113825142,0.4259892404,0.3373229206,0.1914997548,0.5173424482,0.1656082124,0.502931118,0.5417684317,0.3185149133,0.4159745872,0.5959941149,0.3102100492,0.317537874,0.622374177
6,57,125,288,101,44,38,40,56,0.6265266538,0.1113825142,0.4259892404,0.3373229206,0.1914997548,0.5173424482,0.1656082124,0.502931118,0.5417684317,0.3185149133,0.4159745872,0.5881778002,0.3102100492,0.317537874,0.622374177
6,53,152,456,163,62,56,45,97,0.6343429685,0.1113825142,0.4352711141,0.3373229206,0.2227650285,0.5173424482,0.1741573066,0.5107474327,0.578163147,0.3185149133,0.4159745872,0.5723009109,0.3019052148,0.317537874,0.6121152639
6,168,117,438,138,69,69,68,180,0.6443576217,0.1113825142,0.4352711141,0.3373229206,0.2403517365,0.5173424482,0.1839276999,0.5107474327,0.5886663198,0.3185149133,0.4242794216,0.5644845963,0.3019052148,0.317537874,0.6038104296
6,219,145,414,129,66,67,95,176,0.6521739364,0.1113825142,0.4450415373,0.3373229206,0.2403517365,0.5444552898,0.1917440146,0.5107474327,0.5886663198,0.3185149133,0.4242794216,0.5644845963,0.3019052148,0.317537874,0.5959941149
6,170,175,511,165,78,72,68,169,0.6521739364,0.1033219323,0.4633610249,0.3373229206,0.2403517365,0.5744992495,0.1917440146,0.5107474327,0.5886663198,0.3185149133,0.4333170354,0.5644845963,0.3019052148,0.3258427083,0.5959941149
6,78,213,629,196,55,49,51,185,0.6521739364,0.0945285782,0.4633610249,0.3373229206,0.2403517365,0.5837811232,0.1917440146,0.5185637474,0.5886663198,0.3185149133,0.4411333799,0.5644845963,0.3019052148,0.3258427083,0.5959941149
6,82,177,585,179,60,61,50,227,0.6521739364,0.0945285782,0.4550561905,0.3373229206,0.2403517365,0.5923302174,0.1917440146,0.5283341408,0.5886663198,0.3185149133,0.4411333799,0.5644845963,0.3019052148,0.3258427083,0.5959941149
6,171,164,451,168,65,50,69,144,0.643869102,0.1023448929,0.4462628365,0.3373229206,0.232291162,0.6113824844,0.1917440146,0.5483634472,0.5886663198,0.3106985688,0.4489496946,0.5644845963,0.3019052148,0.3258427083,0.5959941149
